0,1,2
0.99,2.0,1.15
0.49,2.0,0.5
0.95,-0.77,0.37
0.97,-0.78,0.35
0.3,-0.35,0.77
-0.29,-0.57,0.06
1.0,1.89,0.44
0.93,1.85,0.53
1.51,-0.34,-0.05
1.51,-0.34,-0.05
0.38,-0.86,1.46
0.44,-0.95,1.24
0.12,-1.34,1.12
0.2,-1.18,1.27
0.4,2.0,1.02
0.03,2.0,0.93
0.42,2.0,0.8
0.96,1.89,1.25
-0.11,-0.43,0.17
-0.11,-0.43,0.17
0.48,-1.95,1.28
0.34,-2.0,1.31
0.96,-0.99,0.44
0.9,-1.07,0.58
1.26,-0.94,0.1
1.12,-0.94,0.09
0.67,-1.06,0.98
0.86,-0.92,0.89
0.65,0.24,-0.12
0.1,-0.01,-0.32
1.38,0.85,0.05
1.28,0.8,0.12
0.08,-2.0,1.4
0.08,-2.0,1.4
0.95,1.71,0.22
0.9,1.53,0.36
0.46,-2.0,1.04
0.36,-1.98,1.24
0.98,1.01,0.49
1.1,0.91,0.53
0.06,-2.0,1.45
0.11,-2.0,1.34
0.94,0.98,0.43
1.24,0.92,0.17
-0.03,-2.0,1.18
-0.03,-1.88,1.17
1.37,-0.37,-0.03
1.54,-0.46,-0.44
-0.26,-1.43,0.61
0.43,-1.04,0.63
1.19,-0.88,0.05
1.19,-0.88,0.05
1.37,1.79,-0.46
1.34,1.68,-0.07
0.13,-2.0,1.32
0.01,-2.0,1.28
1.52,-0.37,-0.31
1.45,-0.38,-0.06
0.64,2.0,0.55
1.06,2.0,0.86
0.16,-1.71,1.36
0.16,-1.71,1.36
0.83,-0.84,0.44
0.68,-0.76,0.82
1.0,1.07,0.5
1.17,0.84,0.21
-0.11,0.68,1.17
-0.1,0.87,1.13
0.55,-0.83,1.24
0.59,-0.94,1.15
1.35,0.4,-0.16
1.37,0.16,-0.16
0.91,2.0,0.99
0.63,2.0,0.52
0.17,-1.99,1.02
0.19,-2.0,1.12
1.51,-0.34,-0.22
1.54,-0.42,-0.22
-0.08,1.83,0.34
0.74,1.87,0.74
0.59,-0.94,1.0
0.59,-0.94,1.0
0.6,-1.72,1.07
0.48,-1.81,1.08
1.3,-0.57,0.36
1.22,-0.69,0.42
0.38,1.87,0.1
0.81,1.69,1.2
0.42,-0.88,1.49
0.39,-0.97,1.59
0.22,0.56,0.65
0.13,0.63,0.33
1.02,-0.85,0.48
0.88,-0.76,0.71
0.32,-1.86,1.23
0.26,-1.81,1.31
1.19,0.47,0.28
1.16,0.3,0.25
1.35,1.88,0.79
1.06,1.91,0.04
0.41,1.42,0.43
0.55,1.59,0.59
0.13,1.03,1.13
0.38,1.25,1.04
-0.03,-1.95,1.4
-0.06,-2.0,1.35
0.26,-0.96,1.67
0.27,-1.27,1.49
0.3,1.24,0.68
0.53,1.79,0.69
-0.21,-0.4,0.42
0.14,-0.61,0.87
0.69,-0.74,0.77
0.69,-0.89,0.65
0.9,-0.6,0.44
0.84,-0.66,0.47
1.36,0.9,0.04
1.31,0.85,-0.04
1.31,0.09,0.08
1.4,-0.03,0.11
-0.04,-2.0,1.24
-0.01,-2.0,1.26
0.14,-1.99,1.28
0.16,-2.0,1.3
0.07,-1.85,1.26
0.03,-1.89,1.29
0.59,1.84,1.32
1.08,1.79,1.01
1.24,1.8,0.34
0.99,1.99,-0.0
0.22,1.24,0.71
1.05,1.41,1.51
-0.13,1.79,0.65
0.52,1.83,1.18
0.29,-1.95,1.09
0.1,-1.95,1.4
0.18,-1.67,1.16
0.18,-1.67,1.16
1.32,0.1,0.24
1.41,0.0,0.04
1.21,0.97,0.32
1.29,0.95,0.38
0.89,2.0,0.06
1.18,1.92,0.27
1.27,0.8,0.17
1.39,0.69,-0.02
1.1,1.0,0.46
1.12,0.86,0.23
0.47,-0.97,1.08
0.47,-0.97,1.08
0.18,-0.9,1.34
0.09,-1.34,1.62
0.38,-1.06,1.39
0.47,-1.01,1.23
1.0,1.39,0.4
0.93,1.32,0.37
1.49,-0.62,0.0
1.33,-0.55,0.02
1.35,-0.46,-0.02
1.27,-0.46,0.01
0.84,-0.89,0.8
0.76,-0.82,0.82
1.09,-1.01,0.01
1.09,-1.01,0.01
0.53,-1.72,1.15
0.41,-1.89,1.2
1.3,0.24,0.09
1.34,0.17,-0.03
1.38,-0.36,0.03
1.41,-0.55,0.03
1.36,-0.5,0.03
1.43,-0.44,0.05
0.16,-0.19,0.96
-0.09,0.05,0.69
1.0,1.63,0.41
0.89,1.44,0.18
1.28,1.83,0.11
1.08,1.56,-0.05
1.13,1.72,0.15
1.32,1.82,0.27
0.08,0.49,0.95
-0.02,0.95,1.09
0.24,-1.25,0.87
0.07,-0.92,0.58
1.23,-0.53,0.05
1.34,-0.6,-0.31
1.39,0.12,0.01
1.45,-0.12,-0.05
1.26,0.81,0.16
1.32,0.81,0.1
0.56,-0.97,1.12
0.56,-0.97,1.12
-0.28,-0.45,0.47
0.36,-0.42,0.98
1.23,-0.93,0.07
1.06,-0.8,0.19
1.59,-0.06,-0.21
1.57,-0.18,-0.1
0.06,-2.0,1.41
0.13,-2.0,1.2
0.87,-0.88,0.6
0.94,-0.96,0.56
0.91,2.0,0.16
1.1,2.0,0.43
0.28,0.01,1.13
0.07,0.41,0.83
0.18,-1.88,1.43
0.12,-2.0,1.39
0.57,1.38,0.98
0.92,1.66,0.61
0.67,-0.7,0.85
0.68,-0.76,0.58
1.18,-0.83,0.13
0.99,-0.71,0.32
1.57,-0.29,-0.16
1.51,-0.3,-0.08
0.15,-1.96,1.35
0.1,-1.91,1.38
0.9,2.0,1.1
0.29,2.0,1.16
0.26,2.0,0.92
1.13,1.95,0.91
1.24,1.13,0.32
1.31,1.06,0.24
0.99,1.14,0.48
0.96,1.05,0.48
0.91,-0.82,0.42
0.9,-0.99,0.35
0.62,-0.86,0.98
0.44,-0.96,1.21
0.69,-1.05,0.42
0.69,-1.05,0.42
0.91,1.8,0.82
0.6,2.0,0.67
1.35,0.4,0.12
1.29,0.08,0.08
0.12,-2.0,1.6
0.21,-2.0,1.24
0.04,-2.0,1.44
0.05,-2.0,1.27
-0.01,-1.87,1.2
0.01,-1.67,1.22
1.12,-0.85,0.54
0.94,-0.93,0.74
0.21,-1.82,1.48
0.3,-2.0,1.22
0.38,-0.95,1.36
0.31,-1.09,1.46
0.62,-0.71,0.97
0.62,-0.71,0.97
0.91,-0.75,0.49
1.0,-0.72,0.48
0.19,-1.93,1.22
0.15,-1.73,1.14
1.34,-0.42,0.1
1.21,-0.49,0.25
0.92,-0.79,0.41
0.85,-0.8,0.59
-0.58,-0.91,0.6
0.28,-0.81,1.39
0.4,1.9,0.75
1.03,1.9,1.33
0.22,-1.68,1.38
0.22,-1.83,1.37
1.23,1.81,-0.21
1.24,1.5,-0.11
-0.23,-1.94,0.35
0.71,-1.42,0.75
1.13,-0.84,0.06
1.06,-0.82,0.21
0.42,-1.51,1.31
0.37,-1.72,1.44
0.03,-1.07,1.57
0.18,-1.39,1.3
1.3,1.15,0.23
1.3,1.08,0.3
0.07,-1.13,1.05
0.07,-1.13,1.05
1.48,-0.2,-0.2
1.47,-0.45,-0.13
1.08,1.75,0.2
1.08,1.75,0.2
0.67,-0.67,0.89
0.44,-0.67,1.12
1.29,0.74,0.43
1.23,0.54,0.38
0.88,1.93,0.93
1.12,1.94,0.84
1.26,0.73,0.05
1.34,0.7,0.23
0.1,-0.87,1.55
0.11,-0.82,1.66
1.32,-0.14,0.03
1.41,-0.4,-0.02
0.91,1.95,0.59
1.22,1.92,0.4
0.35,-0.73,1.25
0.26,-0.82,1.38
0.19,-0.74,1.61
0.17,-0.68,1.6
1.24,0.32,0.06
1.3,0.3,0.01
0.22,1.1,1.34
0.7,1.35,0.66
1.17,-0.68,0.02
1.11,-0.61,0.24
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
0.01,-0.13,1.18
-0.03,-0.08,1.22
0.61,1.2,0.77
0.61,1.2,0.77
0.73,-0.74,0.54
0.76,-0.92,0.56
-0.08,-0.33,1.27
-0.1,-0.28,1.27
0.97,0.33,0.62
0.95,0.17,0.61
0.15,-0.91,1.02
0.13,-0.87,1.02
0.59,0.99,0.71
0.61,1.19,0.7
0.45,-1.15,0.7
0.44,-1.2,0.68
0.46,1.37,0.76
0.6,0.97,0.7
-0.18,0.25,1.27
-0.13,0.32,1.24
0.71,1.16,0.79
0.71,1.16,0.79
0.03,0.51,1.08
0.01,0.73,1.03
0.09,-0.41,1.03
0.09,-0.41,1.03
