0,1,2
0.2,0.05,0.93
0.19,0.07,0.93
0.31,0.2,0.84
0.33,0.18,0.83
0.14,-0.25,0.92
0.1,-0.27,0.97
0.18,0.1,0.91
0.18,0.12,0.9
0.01,-0.26,1.03
0.01,-0.23,1.03
0.26,-0.05,0.87
0.24,-0.07,0.89
0.2,0.08,0.91
0.22,0.04,0.92
0.07,-0.32,0.99
0.07,-0.29,0.97
0.22,0.01,0.88
0.22,-0.01,0.87
0.26,0.17,0.87
0.26,0.18,0.86
0.21,0.1,0.9
0.25,0.15,0.91
0.14,-0.11,0.99
0.15,-0.06,0.95
0.2,-0.01,0.94
0.2,-0.03,0.93
0.26,0.11,0.92
0.26,0.11,0.89
0.19,0.04,0.92
0.18,0.08,0.91
0.08,-0.1,1.02
0.1,-0.08,1.01
0.07,-0.15,1.01
0.1,-0.05,1.0
0.03,-0.27,1.06
0.01,-0.3,1.07
0.15,-0.23,0.9
0.15,-0.24,0.92
0.28,0.1,0.82
0.24,0.09,0.84
0.19,0.13,0.9
0.2,0.1,0.9
-0.0,-0.25,1.06
0.01,-0.26,1.06
0.13,-0.17,0.91
0.15,-0.23,0.9
0.19,-0.08,0.9
0.15,-0.14,0.91
0.15,-0.15,0.88
0.15,-0.2,0.92
0.27,0.08,0.84
0.27,0.06,0.85
0.21,0.04,0.94
0.21,0.03,0.92
0.06,-0.3,1.02
0.05,-0.31,1.02
0.24,0.07,0.91
0.24,0.07,0.91
0.2,0.0,0.91
0.23,0.04,0.92
0.17,0.07,0.92
0.19,0.12,0.92
-0.0,-0.26,1.06
0.0,-0.27,1.07
0.15,-0.28,0.92
0.15,-0.31,0.93
0.31,0.03,0.82
0.3,0.06,0.84
0.27,0.11,0.88
0.28,0.14,0.86
0.12,0.01,0.93
0.16,0.07,0.92
0.04,-0.17,1.05
0.04,-0.17,1.05
0.18,-0.21,0.92
0.16,-0.24,0.9
0.29,0.21,0.84
0.29,0.21,0.84
0.09,-0.07,1.0
0.11,-0.06,1.0
0.01,-0.32,1.05
0.02,-0.3,1.05
0.06,-0.28,0.99
0.06,-0.23,0.99
0.05,-0.22,1.0
0.02,-0.23,1.02
0.01,-0.2,1.04
0.03,-0.22,1.05
0.03,-0.18,1.03
0.06,-0.16,1.02
0.1,-0.12,1.01
0.13,-0.08,0.99
0.17,0.1,0.93
0.16,0.11,0.92
0.19,0.07,0.92
0.21,0.03,0.94
0.32,0.09,0.86
0.3,0.13,0.85
0.27,0.07,0.85
0.28,0.05,0.84
0.2,-0.02,0.86
0.2,-0.03,0.88
0.09,-0.27,0.95
0.09,-0.3,0.98
0.04,-0.22,1.03
0.03,-0.21,1.02
0.0,-0.28,1.06
0.01,-0.28,1.06
0.03,-0.3,1.05
-0.0,-0.29,1.06
0.04,-0.21,1.02
0.03,-0.22,1.02
0.0,-0.26,1.06
0.02,-0.27,1.06
0.01,-0.24,1.03
0.02,-0.21,1.03
0.04,-0.18,1.04
0.06,-0.2,1.06
0.21,-0.01,0.91
0.23,-0.0,0.89
0.25,0.02,0.83
0.25,0.04,0.86
0.07,-0.28,0.98
0.07,-0.28,0.98
0.04,-0.2,1.03
0.04,-0.2,1.03
0.04,-0.34,1.0
0.05,-0.35,1.03
0.19,-0.2,0.9
0.19,-0.2,0.9
0.31,0.18,0.84
0.35,0.18,0.83
0.04,-0.38,1.02
0.04,-0.34,1.02
0.28,0.25,0.86
0.3,0.21,0.86
0.18,-0.33,0.91
0.17,-0.34,0.92
0.05,-0.19,1.01
0.06,-0.15,1.02
0.28,0.25,0.86
0.28,0.23,0.86
0.03,-0.37,1.02
0.05,-0.35,1.05
0.26,0.28,0.82
0.27,0.28,0.83
0.05,-0.37,1.0
0.05,-0.38,1.02
0.17,-0.0,0.94
0.18,0.02,0.93
0.28,0.2,0.84
0.28,0.15,0.83
0.04,-0.3,0.98
0.02,-0.31,1.03
0.16,0.21,0.93
0.15,0.2,0.96
0.27,0.24,0.89
0.27,0.24,0.89
0.16,-0.18,0.91
0.17,-0.23,0.89
0.2,0.07,0.93
0.18,0.1,0.93
0.16,-0.28,0.91
0.15,-0.3,0.93
0.16,-0.0,0.94
0.21,-0.0,0.93
0.25,0.27,0.84
0.25,0.26,0.86
0.19,-0.24,0.91
0.19,-0.24,0.91
0.03,-0.34,1.01
0.02,-0.36,1.03
0.03,-0.37,1.05
0.03,-0.36,1.05
0.13,-0.01,0.94
0.16,0.09,0.93
0.19,0.11,0.93
0.17,0.13,0.91
0.06,-0.13,1.01
0.07,-0.12,0.99
0.04,-0.4,1.03
0.02,-0.4,1.03
0.05,-0.37,1.01
0.04,-0.32,1.02
0.28,0.09,0.82
0.28,0.09,0.82
0.19,-0.22,0.91
0.19,-0.24,0.87
0.16,-0.28,0.9
0.17,-0.33,0.91
0.04,-0.21,1.07
0.05,-0.16,1.04
0.3,0.26,0.84
0.3,0.27,0.83
0.05,-0.37,1.03
0.04,-0.38,1.04
0.32,0.08,0.8
0.29,0.1,0.81
0.19,0.13,0.91
0.2,0.09,0.94
0.09,-0.38,0.97
0.06,-0.35,1.01
0.25,0.18,0.9
0.25,0.16,0.88
0.18,-0.26,0.88
0.16,-0.26,0.87
0.34,0.16,0.83
0.34,0.17,0.82
0.04,-0.18,1.03
0.05,-0.13,1.03
0.1,-0.33,0.96
0.08,-0.35,0.98
0.28,0.13,0.83
0.28,0.14,0.84
0.03,-0.25,1.01
0.03,-0.25,1.03
0.33,0.18,0.83
0.34,0.21,0.83
0.21,-0.09,0.92
0.16,-0.09,0.93
0.03,-0.38,1.03
0.0,-0.4,1.06
0.28,0.19,0.86
0.3,0.2,0.84
0.15,-0.27,0.9
0.13,-0.3,0.91
0.26,0.16,0.87
0.26,0.16,0.87
0.18,-0.34,0.92
0.15,-0.33,0.93
0.18,0.19,0.94
0.18,0.19,0.94
0.22,-0.12,0.9
0.22,-0.14,0.91
0.05,-0.38,1.02
0.05,-0.38,1.02
0.05,-0.23,1.02
0.03,-0.22,1.04
0.04,-0.14,1.0
0.06,-0.14,1.02
0.21,0.09,0.92
0.21,0.11,0.92
0.28,0.08,0.82
0.27,0.08,0.82
0.04,-0.29,1.04
0.04,-0.26,1.02
0.19,0.19,0.91
0.21,0.2,0.94
0.28,0.2,0.83
0.31,0.19,0.82
0.29,0.2,0.84
0.3,0.2,0.84
0.19,-0.11,0.92
0.19,-0.13,0.9
0.15,-0.22,0.91
0.17,-0.22,0.91
0.18,-0.18,0.94
0.16,-0.25,0.92
0.17,-0.35,0.89
0.15,-0.35,0.93
0.04,-0.31,1.03
0.04,-0.31,1.06
0.07,-0.12,0.99
0.09,-0.08,0.98
0.16,0.16,0.9
0.17,0.24,0.92
0.16,0.28,0.94
0.16,0.24,0.93
0.08,-0.11,1.0
0.07,-0.1,1.01
0.08,-0.46,1.0
0.07,-0.46,1.0
0.24,-0.19,0.88
0.23,-0.19,0.9
0.29,0.2,0.85
0.3,0.22,0.85
0.25,0.28,0.86
0.26,0.29,0.85
0.27,0.1,0.82
0.28,0.04,0.84
0.2,-0.1,0.9
0.2,-0.12,0.91
0.04,-0.4,1.04
0.03,-0.39,1.05
0.33,0.21,0.87
0.27,0.24,0.84
0.16,-0.29,0.89
0.16,-0.32,0.9
0.06,-0.16,1.03
0.06,-0.16,1.05
0.3,0.04,0.82
0.28,-0.01,0.84
0.17,-0.03,0.95
0.17,-0.03,0.92
0.2,-0.15,0.91
0.19,-0.16,0.89
0.07,-0.18,1.03
0.08,-0.1,0.99
0.17,0.09,0.95
0.16,0.18,0.95
0.2,0.18,0.91
0.18,0.24,0.93
0.29,0.24,0.86
0.28,0.23,0.85
0.05,-0.27,1.02
0.04,-0.28,1.01
0.26,0.25,0.89
0.25,0.23,0.84
0.2,-0.13,0.9
0.21,-0.15,0.93
0.04,-0.27,1.02
0.03,-0.26,1.02
0.28,0.2,0.82
0.32,0.17,0.82
0.18,-0.32,0.9
0.19,-0.31,0.89
0.09,-0.02,0.97
0.1,-0.02,0.97
0.06,-0.45,1.0
0.06,-0.45,1.0
0.32,0.17,0.85
0.3,0.17,0.84
0.1,-0.04,0.97
0.12,0.02,0.95
0.06,-0.43,0.99
0.05,-0.38,1.01
0.25,-0.1,0.87
0.22,-0.13,0.88
0.18,0.1,0.95
0.19,0.16,0.96
0.04,-0.45,1.01
0.06,-0.44,1.04
0.27,0.27,0.85
0.27,0.22,0.86
0.18,-0.15,0.92
0.17,-0.17,0.92
0.05,-0.35,1.0
0.04,-0.3,0.99
0.31,0.26,0.85
0.26,0.28,0.84
0.08,-0.07,0.99
0.1,-0.01,0.96
0.06,-0.32,1.0
0.03,-0.32,0.99
0.13,-0.37,0.93
0.12,-0.4,0.95
0.29,0.04,0.84
0.3,0.0,0.83
0.16,0.13,0.93
0.17,0.22,0.93
0.08,-0.4,0.99
0.06,-0.41,1.0
0.26,-0.02,0.85
0.26,-0.02,0.85
0.27,0.26,0.85
0.29,0.22,0.86
0.11,0.04,0.95
0.12,0.06,0.95
0.18,-0.34,0.91
0.18,-0.38,0.9
0.18,0.13,0.94
0.19,0.18,0.95
0.13,-0.43,0.94
0.12,-0.43,0.97
0.28,0.26,0.86
0.28,0.26,0.85
0.06,-0.34,0.99
0.03,-0.31,1.0
0.21,-0.11,0.89
0.22,-0.18,0.9
0.2,0.26,0.89
0.19,0.3,0.91
0.15,-0.35,0.92
0.13,-0.39,0.93
0.31,0.22,0.83
0.31,0.21,0.83
0.06,-0.26,1.03
0.06,-0.2,1.0
0.19,-0.36,0.9
0.19,-0.33,0.9
0.32,-0.02,0.82
0.3,-0.02,0.82
0.27,0.05,0.84
0.28,0.02,0.84
0.3,0.17,0.85
0.3,0.13,0.85
0.31,0.22,0.84
0.3,0.23,0.86
0.33,0.23,0.85
0.31,0.23,0.85
0.34,0.24,0.84
0.31,0.27,0.85
0.18,0.29,0.91
0.2,0.29,0.91
0.05,-0.17,1.0
0.05,-0.17,1.0
0.18,-0.37,0.92
0.16,-0.41,0.92
0.29,-0.03,0.86
0.29,-0.03,0.86
0.27,0.25,0.85
0.26,0.27,0.84
0.29,0.31,0.87
0.29,0.32,0.83
0.13,0.09,0.94
0.13,0.09,0.94
0.12,-0.45,0.96
0.12,-0.49,0.98
0.29,0.15,0.84
0.26,0.16,0.85
0.2,-0.26,0.9
0.2,-0.26,0.89
0.27,0.13,0.86
0.27,0.13,0.86
0.25,-0.09,0.86
0.23,-0.11,0.89
0.22,-0.08,0.9
0.19,-0.08,0.91
0.14,-0.42,0.94
0.13,-0.43,0.98
0.06,-0.34,0.98
0.04,-0.36,1.01
0.24,0.14,0.87
0.3,0.12,0.85
0.19,-0.3,0.9
0.17,-0.31,0.89
0.14,-0.34,0.92
0.12,-0.39,0.93
0.16,-0.24,0.92
0.16,-0.24,0.92
0.27,-0.08,0.86
0.27,-0.08,0.86
0.23,-0.15,0.89
0.22,-0.12,0.91
0.19,-0.36,0.9
0.17,-0.35,0.89
0.03,-0.3,1.01
0.05,-0.31,1.03
0.26,0.17,0.85
0.31,0.14,0.86
0.19,-0.32,0.9
0.17,-0.32,0.91
0.21,0.12,0.91
0.2,0.19,0.91
0.28,0.27,0.84
0.3,0.22,0.86
0.07,-0.26,1.03
0.08,-0.2,1.0
0.28,0.12,0.85
0.3,0.05,0.84
0.22,0.2,0.92
0.2,0.25,0.92
0.04,-0.25,1.03
0.03,-0.25,1.04
0.23,-0.14,0.87
0.22,-0.16,0.9
0.2,0.2,0.93
0.2,0.2,0.93
0.05,-0.32,1.02
0.05,-0.29,1.03
0.04,-0.42,1.02
0.04,-0.36,1.0
0.11,-0.01,0.99
0.12,0.02,0.95
0.28,0.17,0.83
0.28,0.09,0.81
0.04,-0.15,1.03
0.06,-0.15,1.0
0.18,-0.29,0.89
0.16,-0.29,0.89
0.09,-0.04,0.99
0.1,-0.01,0.99
0.06,-0.34,1.03
0.05,-0.28,1.01
0.05,-0.4,1.0
0.05,-0.4,1.0
0.07,-0.14,1.02
0.09,-0.08,0.97
0.27,0.19,0.84
0.27,0.13,0.83
0.11,-0.38,0.96
0.07,-0.39,0.99
0.33,0.16,0.85
0.31,0.16,0.83
0.33,0.18,0.85
0.29,0.23,0.83
0.18,0.26,0.92
0.19,0.29,0.92
0.06,-0.11,1.0
0.06,-0.12,1.0
0.14,-0.46,0.96
0.13,-0.47,0.97
0.05,-0.37,0.98
0.03,-0.39,1.01
0.04,-0.18,1.04
0.04,-0.17,1.04
0.23,-0.1,0.9
0.21,-0.1,0.91
0.16,0.19,0.93
0.2,0.22,0.9
0.14,-0.17,0.93
0.14,-0.17,0.93
0.04,-0.34,1.05
0.04,-0.33,1.05
0.09,-0.08,0.97
0.11,0.0,0.96
0.29,0.25,0.85
0.29,0.25,0.85
0.17,-0.29,0.87
0.17,-0.29,0.87
0.19,0.22,0.92
0.17,0.19,0.93
0.14,-0.12,0.9
0.16,-0.15,0.91
0.09,-0.05,0.99
0.1,-0.05,0.98
0.26,0.22,0.89
0.29,0.18,0.87
0.1,-0.08,1.0
0.11,-0.08,0.97
0.16,0.08,0.93
0.18,0.05,0.93
0.33,0.19,0.82
0.34,0.19,0.81
0.31,-0.01,0.82
0.29,0.0,0.83
0.19,-0.21,0.92
0.19,-0.22,0.9
0.05,-0.31,1.01
0.05,-0.32,1.03
0.29,0.04,0.82
0.3,0.02,0.81
0.16,-0.36,0.94
0.12,-0.37,0.96
0.07,-0.11,1.01
0.07,-0.09,0.99
0.32,0.2,0.82
0.32,0.21,0.83
0.18,0.13,0.92
0.17,0.11,0.94
0.01,-0.3,1.05
0.02,-0.25,1.05
0.02,-0.3,1.01
0.03,-0.33,1.04
0.26,-0.11,0.86
0.25,-0.1,0.89
0.16,-0.38,0.93
0.14,-0.36,0.95
0.19,-0.19,0.94
0.15,-0.2,0.92
0.04,-0.35,1.03
0.04,-0.35,1.03
0.25,-0.01,0.88
0.22,0.0,0.88
0.27,0.12,0.81
0.28,0.1,0.84
0.24,0.02,0.88
0.22,-0.01,0.88
0.13,-0.34,0.94
0.11,-0.35,0.97
0.01,-0.35,1.05
0.03,-0.35,1.07
0.04,-0.28,1.03
0.07,-0.24,1.03
0.3,0.11,0.86
0.28,0.12,0.83
0.03,-0.29,1.06
0.04,-0.26,1.06
0.27,-0.0,0.84
0.27,-0.05,0.84
0.3,0.16,0.86
0.3,0.15,0.88
0.02,-0.39,1.05
0.02,-0.41,1.07
0.17,-0.2,0.91
0.2,-0.18,0.89
0.12,-0.26,0.96
0.08,-0.25,0.95
0.06,-0.23,1.04
0.06,-0.22,1.04
0.14,0.04,0.96
0.14,0.07,0.96
0.1,-0.37,0.98
0.08,-0.32,0.99
0.24,-0.07,0.88
0.23,-0.1,0.9
0.19,0.21,0.92
0.17,0.22,0.93
0.17,-0.26,0.92
0.18,-0.3,0.91
0.16,0.06,0.93
0.16,0.06,0.93
0.29,0.08,0.84
0.3,0.03,0.83
0.11,-0.45,0.98
0.06,-0.41,1.0
0.06,-0.07,1.02
0.06,-0.09,1.0
0.19,0.19,0.93
0.18,0.24,0.92
0.28,0.18,0.85
0.27,0.09,0.84
0.03,-0.41,1.03
0.03,-0.41,1.03
0.25,0.27,0.91
0.25,0.27,0.91
0.14,-0.12,0.96
0.15,-0.2,0.93
0.04,-0.21,1.04
0.04,-0.21,1.04
0.32,0.12,0.85
0.29,0.1,0.83
0.06,-0.38,1.0
0.05,-0.34,1.0
0.05,-0.11,0.98
0.07,-0.11,0.98
0.28,0.29,0.89
0.27,0.31,0.85
0.26,0.33,0.86
0.24,0.31,0.84
0.28,-0.02,0.83
0.28,-0.05,0.83
0.14,-0.45,0.94
0.15,-0.45,0.95
0.18,-0.29,0.9
0.16,-0.3,0.9
0.03,-0.28,1.05
0.02,-0.27,1.04
0.3,0.09,0.83
0.28,0.1,0.85
0.13,-0.03,0.95
0.16,-0.01,0.93
0.23,-0.05,0.89
0.23,-0.05,0.89
0.04,-0.24,1.06
0.02,-0.24,1.04
0.27,0.15,0.85
0.29,0.16,0.86
0.04,-0.32,0.99
0.05,-0.33,1.03
0.1,-0.03,0.97
0.13,-0.02,0.96
0.04,-0.39,1.0
0.05,-0.32,1.01
0.12,-0.38,0.96
0.1,-0.43,0.98
0.1,-0.46,1.0
0.06,-0.45,1.0
0.03,-0.32,1.01
0.02,-0.29,1.02
0.25,0.22,0.9
0.26,0.19,0.88
0.17,-0.23,0.9
0.18,-0.24,0.88
0.12,-0.09,0.96
0.12,-0.09,0.96
0.03,-0.34,1.01
0.04,-0.31,1.0
0.29,0.23,0.85
0.29,0.21,0.86
0.27,0.1,0.88
0.27,0.1,0.88
0.15,0.18,0.94
0.15,0.18,0.94
0.08,-0.32,0.98
0.09,-0.33,0.99
0.16,0.18,0.93
0.15,0.23,0.93
0.16,-0.32,0.92
0.18,-0.35,0.91
0.15,0.17,0.95
0.16,0.12,0.95
0.24,-0.09,0.86
0.25,-0.09,0.86
0.08,-0.35,0.98
0.09,-0.35,0.99
0.18,0.26,0.91
0.2,0.29,0.92
0.18,-0.35,0.9
0.19,-0.37,0.91
0.17,0.22,0.92
0.19,0.28,0.94
0.2,-0.23,0.93
0.19,-0.25,0.92
0.09,-0.03,1.0
0.09,0.02,0.98
0.24,0.1,0.88
0.25,0.05,0.9
0.07,-0.1,1.02
0.07,-0.04,0.99
0.2,-0.22,0.9
0.19,-0.19,0.93
0.21,0.21,0.92
0.19,0.16,0.91
0.07,-0.14,1.03
0.06,-0.11,1.03
0.25,-0.01,0.88
0.25,-0.01,0.88
0.09,-0.21,0.97
0.09,-0.21,0.97
0.09,-0.03,0.97
0.11,-0.02,0.98
0.18,0.23,0.91
0.18,0.21,0.9
0.21,0.17,0.91
0.24,0.21,0.89
0.26,0.12,0.88
0.26,0.12,0.88
0.21,0.13,0.89
0.22,0.09,0.9
0.2,0.16,0.93
0.19,0.19,0.94
0.12,0.1,0.96
0.12,0.12,0.96
0.08,-0.16,0.99
0.11,-0.13,0.98
0.05,-0.16,1.04
0.04,-0.14,1.04
0.02,-0.28,1.05
0.04,-0.25,1.06
0.17,-0.24,0.89
0.15,-0.28,0.91
0.07,-0.08,1.0
0.08,-0.1,1.0
0.25,-0.09,0.85
0.26,-0.06,0.89
0.22,-0.0,0.89
0.21,-0.03,0.91
0.31,0.17,0.84
0.31,0.17,0.84
0.29,0.14,0.84
0.3,0.08,0.84
0.19,-0.13,0.9
0.2,-0.1,0.89
0.08,-0.03,0.98
0.1,-0.02,0.97
0.23,0.1,0.9
0.25,0.16,0.91
0.18,0.22,0.92
0.19,0.2,0.92
0.04,-0.33,1.04
0.02,-0.31,1.06
0.32,0.26,0.84
0.29,0.29,0.84
0.18,-0.28,0.9
0.18,-0.28,0.9
0.07,-0.14,1.03
0.09,-0.09,0.99
0.28,0.27,0.82
0.3,0.24,0.85
0.24,-0.12,0.9
0.22,-0.09,0.91
0.25,0.25,0.86
0.27,0.22,0.83
0.19,0.09,0.9
0.22,0.07,0.92
0.32,0.12,0.86
0.35,0.14,0.83
0.18,-0.14,0.91
0.19,-0.12,0.91
0.04,-0.2,1.05
0.04,-0.2,1.05
0.27,0.26,0.83
0.29,0.24,0.87
0.29,0.26,0.83
0.29,0.26,0.83
0.23,0.09,0.93
0.2,0.15,0.92
0.17,-0.3,0.9
0.17,-0.35,0.92
0.13,0.08,0.94
0.13,0.08,0.94
0.25,-0.12,0.9
0.21,-0.13,0.92
0.17,0.2,0.94
0.19,0.17,0.95
0.05,-0.28,1.02
0.06,-0.21,1.01
0.05,-0.37,1.04
0.03,-0.36,1.02
0.23,0.11,0.9
0.26,0.18,0.91
0.24,0.2,0.91
0.24,0.2,0.91
0.17,0.08,0.93
0.2,0.12,0.93
0.23,0.2,0.89
0.24,0.16,0.86
0.24,0.22,0.86
0.27,0.21,0.85
0.19,-0.0,0.91
0.2,0.04,0.93
0.03,-0.28,1.02
0.03,-0.29,1.02
0.16,-0.16,0.93
0.18,-0.21,0.92
0.19,0.22,0.92
0.19,0.22,0.92
0.04,-0.31,1.03
0.04,-0.31,1.03
0.22,-0.11,0.91
0.19,-0.13,0.93
0.28,0.24,0.84
0.29,0.24,0.85
0.05,-0.32,1.03
0.04,-0.32,1.03
0.29,0.02,0.83
0.26,0.0,0.86
0.2,0.1,0.89
0.23,0.09,0.92
0.04,-0.27,1.03
0.05,-0.2,1.04
0.17,-0.2,0.9
0.15,-0.26,0.91
0.16,-0.29,0.92
0.12,-0.3,0.94
0.21,-0.14,0.91
0.18,-0.14,0.92
0.06,-0.15,1.06
0.07,-0.15,1.03
0.28,0.16,0.83
0.29,0.14,0.83
0.15,-0.47,0.96
0.13,-0.45,0.97
0.02,-0.38,1.03
0.04,-0.31,1.03
0.27,0.28,0.84
0.29,0.24,0.86
