0,1,2
0.68,-0.84,0.94
0.66,-0.76,0.71
0.89,0.53,0.39
0.85,0.55,0.31
0.47,-0.22,0.67
0.61,0.0,0.74
0.71,-0.71,0.87
0.71,-0.71,0.87
0.99,0.28,0.52
0.93,-0.25,0.56
0.72,0.71,0.83
0.66,0.73,0.61
0.39,0.51,0.72
0.28,0.63,1.08
0.51,-0.48,0.95
0.54,-0.38,0.89
0.45,-0.1,1.02
0.39,-0.0,0.77
0.59,0.74,0.57
0.63,0.86,0.59
0.96,-0.23,0.37
1.01,0.14,0.41
0.7,0.71,0.63
0.55,0.84,0.61
0.97,-0.33,0.64
0.97,-0.22,0.74
0.55,-0.36,0.83
0.69,-0.24,0.7
0.66,0.88,0.76
0.41,0.91,0.66
0.91,-0.46,0.61
0.92,-0.52,0.56
0.76,-0.91,0.96
0.73,-0.83,0.78
0.69,0.05,0.77
0.48,0.09,0.86
0.65,0.77,0.9
0.63,0.77,0.72
0.66,-0.65,0.84
0.85,-0.77,0.93
0.96,-0.13,0.38
1.02,0.04,0.33
0.57,0.76,0.7
0.67,0.78,0.86
0.48,0.46,0.62
0.4,0.41,0.84
0.51,-0.7,0.96
0.54,-0.62,0.95
0.64,-0.93,0.7
0.67,-0.79,0.61
0.66,-0.8,0.96
0.64,-0.74,1.01
0.65,-0.76,0.98
0.6,-0.74,0.72
0.69,-0.64,0.59
0.69,-0.64,0.59
0.42,0.01,1.0
0.44,-0.01,0.82
0.71,0.85,0.96
0.37,0.81,0.51
0.6,0.71,0.73
0.57,0.56,0.68
0.95,0.47,0.47
0.89,0.53,0.35
0.93,0.15,0.41
0.91,0.2,0.38
0.89,-0.48,0.51
0.89,-0.7,0.58
0.56,-0.43,0.88
0.56,-0.49,0.82
0.5,0.19,0.61
0.56,0.32,0.58
0.72,-0.27,0.74
0.54,-0.05,0.81
0.64,-0.27,0.71
0.64,-0.23,0.73
0.55,-0.18,0.8
0.64,-0.11,1.02
0.67,-0.71,0.62
0.75,-0.62,0.59
0.58,0.66,0.7
0.65,0.49,0.64
0.76,-0.56,0.85
0.85,-0.65,0.97
0.44,0.43,0.84
0.29,0.51,0.93
0.9,0.35,0.32
0.86,0.16,0.3
0.68,-0.97,0.96
0.73,-0.97,0.88
0.32,0.67,1.06
0.48,0.72,1.03
0.87,-0.53,0.67
0.77,-0.64,0.69
0.35,0.71,0.57
0.65,0.72,0.89
0.81,-0.79,0.89
0.84,-0.88,0.94
0.35,0.63,1.0
0.29,0.75,1.12
0.96,-0.36,0.7
0.94,-0.31,0.74
0.45,-0.12,1.07
0.43,0.06,1.09
0.88,0.31,0.39
0.85,0.18,0.41
0.71,-0.3,0.77
0.58,-0.12,0.77
0.52,0.78,0.86
0.72,0.75,0.83
0.91,0.53,0.3
0.91,0.47,0.29
0.54,0.87,0.69
0.58,0.76,0.94
0.69,0.66,0.68
0.82,0.71,0.6
0.89,0.45,0.32
0.85,0.46,0.24
0.95,-0.48,0.61
0.95,-0.41,0.71
0.76,-0.65,0.55
0.66,-0.5,0.61
0.44,0.23,0.93
0.44,0.23,0.93
0.9,0.41,0.29
0.92,0.45,0.3
0.75,-0.63,0.84
0.87,-0.84,0.93
0.68,0.07,0.84
0.46,0.18,0.94
0.93,0.4,0.32
0.85,0.37,0.25
0.86,-0.62,1.02
0.7,-0.81,0.97
0.43,0.81,0.77
0.33,0.84,0.59
0.93,-0.66,0.65
0.79,-0.9,0.52
0.56,-0.33,0.92
0.57,-0.29,0.73
0.22,0.51,1.11
0.22,0.51,1.11
0.9,0.64,0.48
0.9,0.58,0.43
0.7,-0.98,0.83
0.68,-0.99,0.64
0.39,0.78,0.95
0.45,0.9,0.95
0.68,-0.76,1.02
0.67,-0.86,0.89
0.71,0.71,0.7
0.54,0.71,0.65
0.66,-0.8,0.76
0.85,-0.81,0.92
0.25,0.74,0.59
0.65,0.76,0.92
0.89,-0.2,0.66
0.86,-0.27,0.73
0.72,-0.76,0.6
0.78,-0.82,0.56
0.53,-0.16,0.73
0.68,0.02,0.8
0.72,0.81,0.71
0.74,0.65,0.57
0.8,-0.9,0.65
0.71,-0.86,0.58
0.98,0.36,0.53
0.94,0.08,0.5
0.43,0.7,0.56
0.5,0.73,0.66
0.74,-0.63,0.57
0.74,-0.61,0.57
0.56,0.77,0.7
0.34,0.66,0.56
0.66,-0.91,0.71
0.69,-0.8,0.6
0.88,0.05,0.59
0.83,-0.37,0.64
0.56,0.72,0.6
0.66,0.58,0.85
0.47,0.18,0.99
0.44,0.29,0.96
0.89,-0.63,0.74
0.91,-0.55,0.81
0.73,-0.63,0.58
0.62,-0.51,0.61
0.42,0.75,1.1
0.24,0.77,0.69
0.74,-0.83,0.59
0.75,-0.76,0.59
0.84,-0.82,0.52
0.93,-0.42,0.73
0.74,0.94,0.61
1.13,0.8,0.88
0.93,-0.1,0.31
0.98,-0.29,0.39
0.76,0.76,0.64
0.76,0.76,0.64
0.19,0.73,1.24
0.6,0.88,0.97
0.49,0.87,0.73
0.49,0.45,0.35
0.39,0.5,1.3
0.52,0.54,0.96
0.65,0.83,0.92
0.39,1.13,0.77
0.59,0.77,1.35
0.36,0.62,0.68
0.36,0.44,0.46
0.37,0.78,1.15
0.25,0.61,1.52
0.65,0.95,1.01
0.52,-0.09,0.81
0.49,-0.01,1.11
0.59,-0.47,0.65
0.36,-0.4,0.8
0.74,-0.96,0.89
0.7,-0.96,0.9
1.02,-0.32,0.54
0.96,-0.27,0.53
0.84,0.75,0.62
0.79,0.87,0.55
1.17,0.88,0.8
0.52,1.29,0.33
0.63,1.26,0.01
0.7,0.49,0.46
0.13,0.7,0.13
0.83,0.53,0.82
1.08,0.62,0.79
0.25,0.66,-0.07
1.07,1.01,0.45
0.59,1.25,0.08
0.54,1.41,0.0
0.68,0.32,0.52
1.01,0.2,0.24
1.01,0.2,0.24
0.63,-1.07,0.73
0.7,-1.09,0.71
0.35,1.0,1.17
0.36,1.03,1.17
0.9,-0.12,0.61
0.9,-0.36,0.48
0.53,-0.0,0.92
0.4,0.13,0.85
1.08,-0.09,0.43
0.99,0.01,0.41
0.43,-0.35,0.77
0.42,-0.41,1.02
0.55,0.81,1.09
0.27,0.75,0.92
0.82,-0.77,0.69
0.67,-0.71,0.7
1.08,-0.3,0.56
1.02,-0.47,0.53
1.07,-0.17,0.33
1.05,-0.18,0.28
1.04,-0.01,0.17
1.02,-0.02,0.3
0.45,0.86,0.75
0.13,0.57,0.27
0.95,0.2,0.48
1.19,-0.19,0.55
0.49,-1.18,0.93
0.42,-1.14,0.72
0.36,0.73,1.03
0.4,0.71,0.92
0.83,0.58,0.68
0.83,0.58,0.68
0.9,0.55,0.6
0.81,0.59,0.58
0.38,0.77,0.96
0.34,0.7,0.99
0.9,-0.77,0.71
0.87,-0.69,0.56
0.52,0.01,0.72
0.52,0.03,1.01
0.17,0.64,0.27
0.17,0.64,0.27
0.92,0.2,0.33
1.07,0.12,0.43
0.87,-0.46,1.14
0.74,-0.1,0.63
0.96,0.25,0.31
0.99,0.05,0.33
0.97,0.61,0.55
0.67,0.83,0.53
1.0,0.31,0.08
1.12,0.21,0.25
1.09,-0.31,0.54
1.0,-0.24,0.45
0.9,-0.52,0.61
0.86,-0.74,0.54
1.09,-0.45,0.47
1.05,-0.47,0.52
0.69,-0.78,0.63
0.72,-0.82,0.7
0.62,-0.4,0.78
0.23,-0.25,1.01
0.29,-0.0,1.05
0.31,0.17,1.16
0.35,0.37,0.82
0.51,0.41,0.53
0.71,-1.05,0.91
0.73,-1.01,0.87
0.44,0.92,0.97
0.39,0.82,0.99
0.85,-0.57,0.59
0.89,-0.57,0.55
0.53,0.95,0.78
0.6,0.88,0.76
0.49,0.08,0.75
0.49,0.08,0.75
0.7,-0.65,1.03
0.7,-0.65,1.03
0.29,0.64,1.01
0.31,0.68,1.08
0.53,-0.72,0.76
0.47,-0.59,0.83
0.73,-0.75,0.93
0.72,-0.9,0.98
0.6,-0.22,-0.15
1.01,-0.14,0.09
0.48,0.71,0.83
0.6,0.83,0.77
0.69,-0.85,0.78
0.77,-0.87,0.67
0.3,0.65,1.0
0.34,0.7,1.05
0.59,-0.74,0.61
0.59,-0.74,0.61
0.31,-0.02,0.18
0.88,0.16,0.2
0.83,-0.31,0.86
0.72,-0.33,0.5
0.91,0.75,0.52
0.75,0.93,0.84
0.54,-0.31,0.89
0.54,-0.31,0.89
0.91,-0.72,0.77
0.77,-0.98,0.78
0.74,0.57,0.5
1.01,0.73,0.53
0.32,0.63,0.94
0.24,0.71,1.16
0.14,0.69,1.16
0.75,0.87,1.22
0.74,0.64,0.55
0.71,0.65,0.49
0.69,-1.12,0.54
0.7,-0.98,0.56
0.38,0.08,1.04
0.31,0.13,1.03
0.39,0.44,0.98
0.31,0.64,1.02
0.38,0.13,0.8
0.4,0.36,1.04
0.46,0.7,0.78
0.99,0.68,0.9
1.07,-0.03,0.48
0.96,0.06,0.54
0.85,-0.69,0.77
0.85,-0.69,0.77
0.92,-0.54,0.64
0.82,-0.73,0.66
0.67,-0.81,0.99
0.66,-1.0,0.98
0.75,-0.99,0.96
0.67,-0.96,0.92
0.97,-0.14,0.76
0.88,0.16,0.31
0.43,0.45,0.31
0.39,0.59,0.79
1.0,0.41,0.43
1.04,0.6,0.18
1.54,0.4,0.34
0.5,0.28,0.08
0.91,-0.43,0.54
0.82,-0.75,0.71
0.45,-0.41,0.84
0.45,-0.11,1.0
0.95,0.26,0.17
1.15,0.29,0.21
0.68,-0.69,0.71
0.7,-0.71,0.73
0.33,0.98,0.99
0.55,1.13,1.05
0.68,-0.22,0.09
0.68,-0.22,0.09
0.73,-0.94,0.81
0.78,-0.8,0.86
0.54,-0.81,0.87
0.53,-0.74,0.92
0.56,-0.7,0.78
0.56,-0.7,0.78
0.69,-0.94,0.9
0.89,-0.8,0.96
0.74,-1.15,0.89
0.53,-1.22,0.78
0.74,-0.8,0.62
0.58,-0.8,0.65
0.42,-0.45,0.97
0.41,-0.24,0.96
0.38,0.79,0.81
0.3,0.74,0.83
0.62,0.78,0.35
0.49,0.41,0.6
0.81,0.5,0.74
0.81,0.5,0.74
0.61,0.92,0.64
0.72,0.84,0.78
0.33,0.04,0.94
0.27,0.17,1.08
0.91,-0.57,0.62
0.91,-0.57,0.62
0.45,1.13,0.99
0.45,1.13,0.99
0.65,-1.01,0.91
0.65,-1.01,0.91
0.68,-0.8,0.89
0.67,-0.76,0.84
0.76,-0.94,0.94
0.68,-0.93,0.9
0.39,-0.04,0.82
0.5,-0.05,0.69
0.99,0.56,0.42
1.01,0.5,0.5
0.61,-0.86,0.89
0.69,-0.89,0.89
0.22,0.23,1.01
0.3,0.35,0.92
1.41,0.38,0.41
1.38,0.41,0.28
0.89,-0.82,0.74
0.89,-0.82,0.74
0.77,-1.03,0.91
0.74,-0.96,0.83
0.86,0.51,0.32
1.0,0.59,0.32
0.2,0.81,1.4
0.69,0.99,1.23
0.65,-0.64,0.78
0.64,-0.7,0.88
0.63,-0.44,0.81
0.64,-0.46,0.83
0.8,-0.82,0.92
0.68,-0.73,1.08
1.12,0.29,0.17
1.11,0.24,0.03
0.25,0.75,0.97
0.29,0.89,1.0
0.54,-0.65,0.73
0.63,-0.44,0.79
0.57,-1.11,0.63
0.61,-0.92,0.59
0.72,-0.84,0.73
0.95,-0.77,1.01
0.93,-0.66,0.59
0.86,-0.98,0.5
1.19,0.03,0.35
0.71,0.01,0.24
0.91,-0.43,0.46
0.93,-0.3,0.57
0.8,-0.81,1.02
0.73,-0.92,1.02
0.59,-0.96,0.62
0.6,-0.8,0.66
0.58,-0.77,0.7
0.56,-0.59,0.82
0.6,-0.68,0.68
0.6,-0.63,0.75
0.46,-0.04,0.73
0.47,-0.07,0.78
0.34,0.73,0.95
0.44,0.87,0.94
0.92,-0.22,0.51
0.92,-0.21,0.57
0.66,-0.92,1.01
0.65,-0.98,0.89
0.69,-0.86,0.67
0.64,-0.75,0.58
0.31,-0.25,0.85
0.24,-0.2,1.4
0.37,0.19,0.91
0.28,0.32,0.9
0.33,0.41,0.82
0.3,0.39,0.83
0.31,0.25,0.82
0.3,0.42,0.98
0.23,0.57,0.87
0.27,0.5,0.9
0.69,-0.61,0.7
0.67,-0.45,0.75
0.91,-0.34,0.44
1.08,-0.22,0.59
0.38,0.57,1.14
0.51,1.05,0.94
0.91,0.04,0.62
1.01,-0.14,0.6
0.3,0.25,1.07
0.27,0.45,1.06
0.45,-0.27,0.89
0.35,-0.34,1.01
0.73,-0.97,0.6
0.75,-0.92,0.64
0.59,-0.94,0.71
0.61,-0.85,0.68
0.68,-0.91,0.73
0.63,-1.01,0.55
0.6,-0.42,0.76
0.61,-0.21,0.76
0.22,0.68,1.02
0.26,0.64,0.93
0.47,0.88,0.28
0.73,0.46,0.78
0.88,0.53,0.2
1.19,0.44,0.19
1.08,0.26,0.05
0.98,0.09,0.23
0.96,0.29,0.13
1.23,0.43,0.08
1.04,0.34,0.16
0.88,0.38,0.22
0.87,0.29,0.32
1.04,0.2,0.49
0.85,0.41,0.43
0.79,0.47,0.46
0.26,0.56,1.05
0.3,0.61,1.09
0.28,0.63,0.9
0.22,0.58,1.01
0.17,0.56,1.08
0.21,0.64,1.05
0.42,0.97,0.83
0.88,0.91,1.04
0.84,0.55,0.55
0.78,0.5,0.59
0.95,0.02,0.24
1.11,0.01,0.48
0.89,0.47,0.55
0.84,0.63,0.56
0.15,0.62,1.0
0.28,0.58,1.04
0.57,-1.11,0.71
0.64,-0.98,0.7
0.59,-0.86,0.66
0.59,-0.86,0.66
0.6,-0.92,0.6
0.73,-0.71,0.67
0.89,-0.55,0.87
0.71,-0.67,0.8
0.98,-0.19,0.44
0.98,-0.19,0.44
0.86,0.0,0.42
0.9,-0.15,0.61
1.13,-0.46,0.53
0.93,-0.96,0.58
0.54,-0.97,0.73
0.49,-1.01,0.74
0.45,-0.58,0.86
0.54,-0.48,0.83
0.77,-0.84,0.79
0.86,-0.68,0.84
1.01,0.42,0.41
1.33,0.27,0.5
0.26,0.27,1.01
0.26,0.3,1.0
0.91,0.01,0.61
0.91,0.01,0.61
0.51,-0.67,0.9
0.49,-0.59,0.81
0.84,0.61,0.51
0.89,0.63,0.53
0.73,-0.47,0.67
0.73,-0.33,0.79
0.22,0.71,1.07
0.27,0.77,1.03
1.13,0.36,0.18
0.36,0.1,-0.01
0.44,0.84,1.34
0.17,0.62,0.85
0.29,0.31,0.95
0.28,0.36,0.9
0.79,-0.86,0.71
0.78,-0.8,0.67
0.92,-0.67,0.72
0.87,-0.54,0.75
0.99,-0.07,0.45
1.04,-0.11,0.46
0.99,-0.2,0.43
0.87,-0.23,0.51
0.73,-0.78,0.66
0.71,-0.87,0.69
0.2,0.28,1.14
0.22,0.29,1.07
0.43,0.94,0.78
0.48,0.86,0.78
0.99,0.67,0.53
0.97,0.64,0.47
0.99,0.23,0.25
1.0,0.26,0.3
1.03,0.43,0.38
1.03,0.22,0.4
0.76,0.21,0.03
0.47,-0.09,0.25
0.63,-1.09,0.6
1.15,-0.47,0.68
0.6,-0.41,0.78
0.61,-0.43,0.76
0.55,-0.39,0.83
0.48,-0.26,1.08
0.36,-0.07,0.95
0.3,0.01,1.11
0.71,-0.72,0.81
0.88,-0.86,0.78
0.53,0.92,0.96
0.35,0.78,0.93
0.75,-0.62,0.83
0.76,-0.64,0.77
0.59,0.87,0.8
1.22,0.73,1.03
0.62,-1.11,0.67
0.65,-1.07,0.75
0.72,0.76,0.63
0.86,0.67,0.59
0.47,0.54,0.73
0.63,0.56,0.68
0.66,-0.78,0.72
0.66,-0.78,0.72
0.89,0.51,0.65
0.79,0.64,0.61
0.6,-0.19,0.8
0.49,-0.24,0.88
0.78,0.88,0.51
0.7,0.64,0.44
0.93,0.28,0.41
1.1,0.18,0.58
0.77,-0.52,0.61
0.85,-0.38,0.64
0.79,-0.61,0.78
0.8,-0.63,0.74
0.55,-0.41,0.72
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
